-56.0,-64.321556,-63.822918,-64.321556,-73.464417,-64.321556,-73.464417,-64.321556,-86.410362,-64.321556,-108.660782,-64.321556,-108.660782,-73.103447,-99.273354,-73.103447,-49.403675,-73.103447,10.648926,-73.103447,Table
-99.273354,-73.103447,-49.403675,-73.103447,10.648926,-73.103447,20.179998,-73.103447,20.179998,-73.103447,20.179998,-73.103447,0.835774,-73.103447,-55.746021,-73.103447,-115.901703,-73.103447,-143.093109,-73.103447,Cutboard
-49.403675,-73.103447,10.648926,-73.103447,20.179998,-73.103447,20.179998,-73.103447,20.179998,-73.103447,0.835774,-73.103447,-55.746021,-73.103447,-115.901703,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,Cutboard
-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,Cutboard
-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-143.093109,-73.103447,-142.666428,-73.103447,-113.223351,-73.103447,-53.833199,-73.103447,6.16972,-73.103447,Table
-143.093109,-73.103447,-143.093109,-73.103447,-142.666428,-73.103447,-113.223351,-73.103447,-53.833199,-73.103447,6.16972,-73.103447,20.306284,-73.103447,20.306284,-78.262932,20.306284,-122.465248,20.382805,-173.219772,Table
20.306284,-122.465248,20.382805,-173.219772,20.385153,-183.05127,20.385153,-183.05127,5.450154,-183.05127,-29.397232,-157.387726,-61.975513,-109.847801,-120.690331,-99.053421,-143.102921,-97.805122,-143.102921,-97.805122,Cutboard
20.382805,-173.219772,20.385153,-183.05127,20.385153,-183.05127,5.450154,-183.05127,-29.397232,-157.387726,-61.975513,-109.847801,-120.690331,-99.053421,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,Cutboard
-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,Cutboard
-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-108.899666,-124.095634,-148.403244,-66.061951,-161.096588,-6.092419,-162.873352,Table
-143.102921,-97.805122,-143.102921,-97.805122,-143.102921,-108.899666,-124.095634,-148.403244,-66.061951,-161.096588,-6.092419,-162.873352,6.320107,-161.286911,6.320107,-162.140289,6.320107,-194.1436,6.574361,-253.873154,Table
6.574361,-253.873154,20.376368,-284.935699,20.376368,-284.935699,20.376368,-265.5896,20.376368,-208.9935,20.376368,-148.99054,16.862839,-101.530846,-28.897427,-89.01017,-88.853432,-86.705078,-141.471695,-86.399719,Cutboard
20.376368,-284.935699,20.376368,-284.935699,20.376368,-265.5896,20.376368,-208.9935,20.376368,-148.99054,16.862839,-101.530846,-28.897427,-89.01017,-88.853432,-86.705078,-141.471695,-86.399719,-143.151123,-86.394203,Cutboard
